Original,Canonical,Changed
saint-louis-lès-bitche,saint-louis-lès-bitche,False
notre-dame d'amiens,notre-dame d'amiens,False
saint louis,saint louis,False
notre-dame,notre-dame,False
nothgottes,nothgottes,False
saint petersburg,saint petersburg,False
saint-cloud,saint-cloud,False
saint-germain-en-laye,saint-germain-en-laye,False
norwalk,norwalk,False
salem,salem,False
satigny,satigny,False
salzburg,salzburg,False
samarqand,samarqand,False
san francisco,san francisco,False
sandwich,sandwich,False
sankt gallen,sankt gallen,False
northwest coast,northwest coast,False
northumberland,northumberland,False
santpoort,santpoort,False
northeast,northeast,False
northampton,northampton,False
north yorkshire,north yorkshire,False
south netherlands,south netherlands,False
south india,south india,False
norfolk,norfolk,False
nordland,nordland,False
nordhausen,nordhausen,False
norderney,norderney,False
nord-trøndelag,nord-trøndelag,False
nord,nord,False
nootdorp,nootdorp,False
southeast asia,southeast asia,False
slot röstrand,slot röstrand,False
noordwijkerhout,noordwijkerhout,False
noordwijk-binnen,noordwijk-binnen,False
southern germany,southern germany,False
southern netherlands,southern netherlands,False
southern peru,southern peru,False
spa,spa,False
noordoostpolder,noordoostpolder,False
spain,spain,False
norfolk broads,norfolk broads,False
norfolk island,norfolk island,False
sorrento,sorrento,False
normandy,normandy,False
sluis,sluis,False
smyrna,smyrna,False
north korea,north korea,False
sneek,sneek,False
soekaboemi,soekaboemi,False
north hinksey,north hinksey,False
solo,solo,False
solomon islands,solomon islands,False
north conway,north conway,False
north caucasus,north caucasus,False
north carolina,north carolina,False
north bloomfield,north bloomfield,False
north berwick,north berwick,False
north andover,north andover,False
north america,north america,False
north africa,north africa,False
norrköping,norrköping,False
newport,newport,False
newhaven,newhaven,False
nottinghamshire,nottinghamshire,False
murten,murten,False
musée du luxembourg,musée du luxembourg,False
musée de cluny,musée de cluny,False
museumplein,museumplein,False
museo poldi pezzoli,museo poldi pezzoli,False
museo nazionale romano,museo nazionale romano,False
museo nazionale etrusco di villa giulia,museo nazionale etrusco di villa giulia,False
museo nacional del prado,museo nacional del prado,False
museo chiaramonti,museo chiaramonti,False
murshidabad,murshidabad,False
muzdalifah,muzdalifah,False
murree,murree,False
murcia,murcia,False
murbach,murbach,False
murano,murano,False
turkey,turkey,False
muntok,muntok,False
munster van ulm,munster van ulm,False
munster,munster,False
musée guimet,musée guimet,False
tunisia,tunisia,False
nabloes,nabloes,False
mönchengladbach,mönchengladbach,False
naaldwijk,naaldwijk,False
mürren,mürren,False
münsterplatz,münsterplatz,False
münchen-gladbach,münchen-gladbach,False
müllerthal,müllerthal,False
mühlau,mühlau,False
møre og romsdal,møre og romsdal,False
mörlenbach,mörlenbach,False
mézières,mézières,False
mycene,mycene,False
médéa,médéa,False
médan,médan,False
mælum,mælum,False
männedorf,männedorf,False
mägdesprung,mägdesprung,False
mâcon,mâcon,False
málaga,málaga,False
mysia,mysia,False
munnekezijl,munnekezijl,False
munich,munich,False
multan,multan,False
morston,morston,False
ulm,ulm,False
mosteiro dos jerónimos,mosteiro dos jerónimos,False
mostar,mostar,False
moskee van sultan al-ashraf qaitbey,moskee van sultan al-ashraf qaitbey,False
moselle,moselle,False
moscow,moscow,False
mortlake,mortlake,False
morteratschgletsjer,morteratschgletsjer,False
morris plains,morris plains,False
mulagumoodu,mulagumoodu,False
united kingdom,united kingdom,False
morningside heights,morningside heights,False
morley,morley,False
morlaix,morlaix,False
morienval,morienval,False
morges,morges,False
moretonhampstead,moretonhampstead,False
moret-sur-loing,moret-sur-loing,False
ukraine,ukraine,False
mount abu,mount abu,False
mount clemens,mount clemens,False
mount desert island,mount desert island,False
muir glacier,muir glacier,False
muiderslot,muiderslot,False
muiderberg,muiderberg,False
mudjur,mudjur,False
mtskheta,mtskheta,False
turnhout,turnhout,False
mozambique,mozambique,False
moutier,moutier,False
mouthier-haute-pierre,mouthier-haute-pierre,False
moustiers-sainte-marie,moustiers-sainte-marie,False
tübingen,tübingen,False
mouse island,mouse island,False
mourmelon-le-grand,mourmelon-le-grand,False
mount vesuvius,mount vesuvius,False
mount sinai,mount sinai,False
mount precipice,mount precipice,False
mount feake,mount feake,False
naarden,naarden,False
nablus,nablus,False
taormina,taormina,False
neuhausem,neuhausem,False
nevers,nevers,False
nevada,nevada,False
neuwied,neuwied,False
neuville-sous-huy,neuville-sous-huy,False
neustrelitz,neustrelitz,False
neuss,neuss,False
neukirchen,neukirchen,False
neuilly-sur-seine,neuilly-sur-seine,False
neues palais,neues palais,False
new bedford,new bedford,False
neuenheim,neuenheim,False
théâtre des folies-marigny,théâtre des folies-marigny,False
neuburg an der donau,neuburg an der donau,False
nettuno,nettuno,False
netley abbey,netley abbey,False
netley,netley,False
netherlands or france,netherlands or france,False
netherlands or belgium,netherlands or belgium,False
nevis,nevis,False
new brunswick,new brunswick,False
nafplion,nafplion,False
thailand,thailand,False
newcastle upon tyne,newcastle upon tyne,False
newby bridge,newby bridge,False
newburyport,newburyport,False
terni,terni,False
newburgh,newburgh,False
newark-on-trent,newark-on-trent,False
newark,newark,False
texel,texel,False
the hague,the hague,False
new caledonia,new caledonia,False
new orleans,new orleans,False
new london,new london,False
new lebanon,new lebanon,False
new jersey,new jersey,False
new hythe,new hythe,False
new guinea,new guinea,False
new forest,new forest,False
new college,new college,False
nether alderley,nether alderley,False
tibet,tibet,False
nesso,nesso,False
tunis,tunis,False
nassereith,nassereith,False
nashville,nashville,False
nashua,nashua,False
narsinghpur,narsinghpur,False
narbonne,narbonne,False
nara,nara,False
naqsh-e rustam,naqsh-e rustam,False
napoléonville,napoléonville,False
nantucket island,nantucket island,False
tiel,tiel,False
nantucket,nantucket,False
nanking,nanking,False
namur,namur,False
nakhon si thammarat,nakhon si thammarat,False
nainital,nainital,False
nagoya,nagoya,False
nagarjunakonda,nagarjunakonda,False
nagapattinam,nagapattinam,False
natal,natal,False
nathdwara,nathdwara,False
trier,trier,False
tours,tours,False
nervi,nervi,False
nepi,nepi,False
nennig,nennig,False
negapatnam,negapatnam,False
neer,neer,False
tirol,tirol,False
tivoli,tivoli,False
tokyo,tokyo,False
toledo,toledo,False
nederhorst den berg,nederhorst den berg,False
neder-over-heembeek,neder-over-heembeek,False
nazareth,nazareth,False
toulouse,toulouse,False
navajo,navajo,False
nauplion,nauplion,False
naumburg,naumburg,False
national gallery,national gallery,False
notre-dame-du-vaudreuil,notre-dame-du-vaudreuil,False
noupoort,noupoort,False
piraeus,piraeus,False
papeete,papeete,False
parc monceau,parc monceau,False
parc des buttes-chaumont,parc des buttes-chaumont,False
parc de saint-cloud,parc de saint-cloud,False
parays,parays,False
paray-le-monial,paray-le-monial,False
paraguay,paraguay,False
paradise island,paradise island,False
papendrecht,papendrecht,False
pantin,pantin,False
parque del buen retiro,parque del buen retiro,False
poland,poland,False
pantheon,pantheon,False
pangkalpinang,pangkalpinang,False
pangka,pangka,False
pangalengan,pangalengan,False
pamplona,pamplona,False
pameungpeuk,pameungpeuk,False
pamban,pamban,False
parco delle cascine,parco delle cascine,False
parthenon,parthenon,False
payerne,payerne,False
patras,patras,False
payakumbuh,payakumbuh,False
pavillon de flore,pavillon de flore,False
pavia,pavia,False
paushuize,paushuize,False
paulinzella,paulinzella,False
pauillac,pauillac,False
pau,pau,False
patterdale,patterdale,False
patmos,patmos,False
pittsburgh,pittsburgh,False
paterson,paterson,False
pasuruan,pasuruan,False
pasterze,pasterze,False
passy,passy,False
passau,passau,False
paseo de recoletos,paseo de recoletos,False
pas-de-calais,pas-de-calais,False
pará,pará,False
palácio hotel do buçaco,palácio hotel do buçaco,False
pompeii,pompeii,False
palo alto,palo alto,False
pakistan,pakistan,False
palazzo borghese,palazzo borghese,False
palais-royal,palais-royal,False
palais du trocadéro,palais du trocadéro,False
palais du luxembourg,palais du luxembourg,False
palais bourbon,palais bourbon,False
palaiokastritsa,palaiokastritsa,False
palacio de san telmo,palacio de san telmo,False
palacio de galiana,palacio de galiana,False
paisley,paisley,False
port said,port said,False
pailhe,pailhe,False
pahari,pahari,False
paderborn,paderborn,False
paddington,paddington,False
padang pandjang,padang pandjang,False
pacy-sur-eure,pacy-sur-eure,False
pacoima canyon,pacoima canyon,False
pacific islands,pacific islands,False
palazzo carignano,palazzo carignano,False
palazzo colonna,palazzo colonna,False
palazzo del bargello,palazzo del bargello,False
palazzo della cancelleria,palazzo della cancelleria,False
portugal,portugal,False
palmengarten frankfurt,palmengarten frankfurt,False
pallanza,pallanza,False
palitana,palitana,False
palingstraat,palingstraat,False
paliacatta,paliacatta,False
palestrina,palestrina,False
palembang,palembang,False
paleis voor volksvlijt,paleis voor volksvlijt,False
paleis van caserta,paleis van caserta,False
paleis huis ten bosch,paleis huis ten bosch,False
palazzo vecchio,palazzo vecchio,False
palazzo pitti,palazzo pitti,False
palazzo piombino,palazzo piombino,False
palazzo negrone,palazzo negrone,False
palazzo farnese,palazzo farnese,False
palazzo doria,palazzo doria,False
payerbach,payerbach,False
pisa,pisa,False
pacheco,pacheco,False
piacenza,piacenza,False
piazza del quirinale,piazza del quirinale,False
piazza del popolo,piazza del popolo,False
piazza del plebiscito,piazza del plebiscito,False
piazza del campidoglio,piazza del campidoglio,False
piazza dante,piazza dante,False
piazza colonna,piazza colonna,False
piazza cavour,piazza cavour,False
piazza barberini,piazza barberini,False
phelps island,phelps island,False
piazza della bocca della verità,piazza della bocca della verità,False
phelps,phelps,False
phari,phari,False
pforzheim,pforzheim,False
pevensey,pevensey,False
petén department,petén department,False
petten,petten,False
petra,petra,False
petit trianon,petit trianon,False
piazza dell' erbe,piazza dell' erbe,False
piazza della borsa,piazza della borsa,False
peebles,peebles,False
pieterburen,pieterburen,False
pinxton,pinxton,False
pinecrest,pinecrest,False
pincio,pincio,False
pilatus,pilatus,False
pietrasanta,pietrasanta,False
pieterstraat,pieterstraat,False
pennsylvania,pennsylvania,False
pietermaritzburg,pietermaritzburg,False
pierrefonds,pierrefonds,False
piazza della libertà,piazza della libertà,False
peru,peru,False
piazza santa croce,piazza santa croce,False
piazza navona,piazza navona,False
piazza di spagna,piazza di spagna,False
piazza di san giovanni in laterano,piazza di san giovanni in laterano,False
piazza della signoria,piazza della signoria,False
piazza della santissima annunziata,piazza della santissima annunziata,False
piazza della rotonda,piazza della rotonda,False
peterhof,peterhof,False
peterborough,peterborough,False
pesto,pesto,False
pembroke,pembroke,False
penymynydd,penymynydd,False
penshurst place,penshurst place,False
penshurst,penshurst,False
penryn,penryn,False
penn,penn,False
penmarch,penmarch,False
penmaenpool,penmaenpool,False
penang,penang,False
philippines,philippines,False
pest,pest,False
pelm,pelm,False
pellestrina,pellestrina,False
pella,pella,False
pelatoengan,pelatoengan,False
pekalongan,pekalongan,False
peize,peize,False
pegli,pegli,False
peekskill,peekskill,False
peradeniya,peradeniya,False
pergamon,pergamon,False
philae,philae,False
perim,perim,False
pessac,pessac,False
pescocostanzo,pescocostanzo,False
pesaro,pesaro,False
peruvian central coast,peruvian central coast,False
perugia,perugia,False
peruvian north coast,peruvian north coast,False
peruvian south coast,peruvian south coast,False
peru or ecuador,peru or ecuador,False
peru or bolivia,peru or bolivia,False
philadelphia,philadelphia,False
perthshire,perthshire,False
perth and kinross,perth and kinross,False
persingen,persingen,False
perrecy-les-forges,perrecy-les-forges,False
pernis,pernis,False
pernantin,pernantin,False
pernambuco,pernambuco,False
pacific grove,pacific grove,False
ovezande,ovezande,False
nove,nove,False
oisterwijk,oisterwijk,False
oldebroek,oldebroek,False
old windsor lock,old windsor lock,False
old orchard beach,old orchard beach,False
old delhi,old delhi,False
old cairo,old cairo,False
oklahoma,oklahoma,False
okkenbroek,okkenbroek,False
okayama,okayama,False
oise,oise,False
oldenburg,oldenburg,False
oirschot,oirschot,False
oiron,oiron,False
oijen,oijen,False
ohé en laak,ohé en laak,False
offenburg,offenburg,False
offenbach am main,offenbach am main,False
roman empire,roman empire,False
odoorn,odoorn,False
oldemarkt,oldemarkt,False
olevano romano,olevano romano,False
oorbeek,oorbeek,False
ommen,ommen,False
rekem,rekem,False
rijswijk,rijswijk,False
onze-lieve-vrouwe-basiliek,onze-lieve-vrouwe-basiliek,False
rio de janeiro,rio de janeiro,False
onstwedde,onstwedde,False
oneida county,oneida county,False
omuta,omuta,False
ommerschans,ommerschans,False
omaha,omaha,False
olijfberg,olijfberg,False
olympisch stadion,olympisch stadion,False
olympia,olympia,False
olten,olten,False
oloron-sainte-marie,oloron-sainte-marie,False
olomouc,olomouc,False
olney,olney,False
roermond,roermond,False
olliergues,olliergues,False
odisha,odisha,False
odiham,odiham,False
odessa,odessa,False
nunspeet,nunspeet,False
nærøyfjord,nærøyfjord,False
nærøytdalen,nærøytdalen,False
náxos,náxos,False
nyon,nyon,False
nymphenburg,nymphenburg,False
rouen,rouen,False
nusretiye moskee,nusretiye moskee,False
nurpur,nurpur,False
nunney,nunney,False
odda,odda,False
nuneham courtenay,nuneham courtenay,False
numazu,numazu,False
rozendaal,rozendaal,False
nuenen,nuenen,False
russia,russia,False
nubia,nubia,False
noyon,noyon,False
nový jicín,nový jicín,False
nördlingen,nördlingen,False
oakland,oakland,False
oaxaca,oaxaca,False
rotterdam,rotterdam,False
ocucaje,ocucaje,False
ochten,ochten,False
rome,rome,False
ocaklı,ocaklı,False
obwalden,obwalden,False
oberwesel,oberwesel,False
oberstdorf,oberstdorf,False
obersolis,obersolis,False
oberlungwitz,oberlungwitz,False
oberhof,oberhof,False
oberhausen,oberhausen,False
obergurgl,obergurgl,False
oberfranken,oberfranken,False
obere grindelwaldgletsjer,obere grindelwaldgletsjer,False
obelisk van theodosius,obelisk van theodosius,False
obdam,obdam,False
oban,oban,False
reims,reims,False
regensburg,regensburg,False
overveen,overveen,False
otten belchamp,otten belchamp,False
oud-vroenhoven,oud-vroenhoven,False
oud-vossemeer,oud-vossemeer,False
oud-valkenburg,oud-valkenburg,False
oud-loosdrecht,oud-loosdrecht,False
oud-beijerland,oud-beijerland,False
oud gastel,oud gastel,False
otterlo,otterlo,False
otterbourne,otterbourne,False
ottawa,ottawa,False
oude amstel,oude amstel,False
otsu,otsu,False
ostseebad ahrenshoop,ostseebad ahrenshoop,False
ostia antica,ostia antica,False
ossining,ossining,False
ossendrecht,ossendrecht,False
oss,oss,False
ospedale degli innocenti,ospedale degli innocenti,False
